soc_code,occupation_title,target_domain,description,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Critical Thinking,Programming,Active Listening,Reading Comprehension,Speaking,Writing,Complex Problem Solving,Decision Making,Deductive Reasoning,Inductive Reasoning,Problem Sensitivity,Oral Comprehension,Mathematical Reasoning,Information Ordering,Visualization,Selective Attention,Computers and Electronics,Mathematics,Engineering and Technology,Business,Psychology,Education and Training,Medicine and Health,Communications
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",4.67,7.51,1.56,7.84,3.27,6.28,7.97,1.24,7.77,8.15,7.58,7.57,1.0,1.49,8.0,8.89,8.97,7.6,6.0,7.88,5.99,6.14,5.77,6.93,4.4,6.09,7.93,7.89,9.63,6.34
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",4.84,8.15,2.17,7.57,2.81,5.38,8.47,1.0,8.51,8.69,7.92,8.45,1.0,1.0,8.67,8.26,8.74,8.02,5.38,7.61,6.25,6.27,6.56,6.69,3.81,6.62,8.43,7.47,9.56,6.13
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",5.02,7.45,1.59,7.5,2.92,5.78,8.59,1.0,8.59,8.3,8.46,7.67,1.18,1.0,8.2,8.2,8.62,7.74,6.03,7.53,5.28,6.41,6.68,6.95,4.22,6.56,7.91,7.3,9.2,5.7
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",4.81,7.61,2.24,8.13,3.23,5.48,8.18,1.0,7.96,8.03,7.55,7.56,1.0,1.0,8.72,8.14,8.72,8.08,5.7,7.72,5.33,5.57,5.94,6.78,3.74,6.22,8.04,7.05,9.53,6.24
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",4.98,7.97,1.56,8.32,3.23,5.82,8.14,1.43,8.65,8.04,8.3,7.94,1.13,1.0,8.04,8.16,8.74,7.58,6.17,8.1,6.01,6.4,5.82,6.19,4.09,5.99,7.92,7.3,9.51,6.39
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",5.26,8.14,2.08,8.15,2.99,5.41,8.52,1.43,7.85,8.38,7.75,7.78,1.35,1.0,8.26,8.7,8.69,7.62,5.28,7.89,5.58,5.92,6.22,6.89,4.51,6.07,8.28,7.97,10.0,6.09
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",4.99,7.92,1.64,8.2,2.57,5.45,8.38,1.26,8.54,7.87,7.56,7.53,1.0,1.49,8.35,8.79,8.62,7.5,5.3,8.08,5.75,6.22,5.81,6.24,4.03,5.84,8.39,7.22,9.16,5.96
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.73,8.83,3.15,8.28,2.63,5.47,7.74,1.37,7.86,7.93,8.32,8.23,1.0,1.0,7.73,7.84,8.23,7.86,5.29,6.84,5.38,5.43,8.2,5.63,5.38,7.01,8.51,7.84,9.0,5.83
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.72,8.72,3.07,8.86,2.47,5.42,8.17,1.12,8.66,8.32,8.46,7.55,1.11,1.06,7.73,8.21,7.88,8.2,5.38,7.4,5.45,5.36,8.37,5.45,6.26,7.05,8.43,7.66,8.88,5.74
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,6.07,8.54,3.44,8.05,2.48,6.16,7.75,1.0,8.18,8.05,8.3,8.47,1.01,1.1,8.09,7.74,7.57,8.43,5.86,6.85,4.51,5.62,8.32,5.43,5.82,7.14,8.81,8.17,8.24,5.87
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.56,8.35,3.44,8.57,2.59,5.81,7.96,1.23,8.26,8.61,7.84,8.3,1.0,1.28,7.85,8.48,7.98,8.11,6.22,7.04,4.71,6.01,7.76,6.18,6.15,6.36,8.75,8.12,8.2,6.06
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.51,8.78,2.7,8.83,2.28,5.45,8.39,1.0,7.93,8.51,8.1,7.88,1.29,1.41,7.87,8.44,8.39,7.88,6.22,7.04,4.51,5.38,8.58,6.13,5.59,7.16,8.34,7.5,8.75,5.16
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.74,7.98,3.35,7.97,2.87,6.1,8.34,1.0,8.71,8.4,7.74,7.89,1.34,1.17,8.26,8.14,8.02,8.2,5.44,7.33,5.35,5.96,8.53,6.08,5.34,6.82,9.11,8.3,8.92,5.59
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.35,8.49,3.24,8.48,3.04,6.03,7.65,1.0,8.07,8.27,8.06,8.09,1.22,1.02,8.49,8.3,7.73,8.52,5.46,7.67,4.68,6.03,8.02,6.23,5.48,6.75,8.78,7.97,8.15,5.6
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.95,8.74,3.08,8.16,2.37,5.93,8.43,1.0,8.11,8.07,7.62,7.66,1.06,1.0,8.37,7.64,8.23,8.52,5.63,7.64,5.18,5.36,8.52,5.85,5.88,7.03,8.82,8.29,8.99,5.87
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.81,7.98,3.11,8.74,3.0,5.53,8.16,1.35,8.56,8.08,7.57,7.61,1.0,1.0,8.09,8.43,7.94,7.98,5.7,6.75,5.07,5.34,7.79,5.72,6.01,6.67,8.92,7.91,8.24,5.66
29-1181.00,Audiologists,Healthcare Practitioners and Technical,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,5.83,8.96,2.68,8.77,2.91,6.01,8.25,1.3,8.59,8.1,7.79,7.83,1.0,1.0,7.77,8.27,8.49,7.83,5.71,7.68,5.04,6.15,8.16,6.33,5.93,6.44,8.72,7.45,8.11,5.65
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.15,8.24,2.13,7.41,3.71,5.69,8.66,1.04,8.62,7.81,7.63,7.93,1.0,1.42,8.9,8.46,10.0,8.82,6.48,8.02,5.34,7.53,5.23,6.21,4.39,6.64,6.81,6.01,9.46,4.04
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.79,8.66,1.68,7.26,3.69,4.89,8.62,1.19,8.62,7.9,8.03,7.85,1.25,1.05,8.66,8.13,10.0,8.64,6.41,7.29,5.66,7.95,5.14,5.79,4.36,6.32,7.14,6.04,9.62,3.51
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.9,8.03,2.15,7.5,3.66,5.2,9.19,1.0,8.16,8.08,7.38,8.2,1.0,1.0,9.11,8.85,9.55,8.78,6.33,7.31,5.62,7.88,5.11,5.74,4.99,6.7,6.77,6.42,9.3,3.58
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.1,8.46,2.0,7.24,3.9,5.7,9.25,1.0,8.07,8.34,7.56,8.41,1.0,1.0,8.73,8.58,10.0,9.32,5.96,7.62,5.14,7.75,5.26,6.47,4.42,6.53,7.34,6.39,9.81,4.18
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.1,8.5,1.59,7.72,3.08,5.66,8.76,1.0,8.24,7.6,7.44,7.79,1.18,1.0,9.22,8.94,9.55,9.49,6.35,7.88,5.77,7.99,5.11,6.26,4.4,6.65,7.25,6.7,9.84,3.44
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.45,7.79,1.24,7.0,3.44,4.98,8.61,1.0,7.95,7.58,8.2,8.25,1.0,1.0,8.83,8.21,9.76,8.65,5.73,7.54,5.04,8.15,5.24,5.77,4.19,6.01,6.98,5.86,9.59,3.54
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.64,8.44,1.43,7.44,3.19,4.9,9.09,1.12,8.52,8.33,8.21,8.36,1.05,1.25,9.29,8.41,10.0,8.69,6.4,8.21,5.92,7.96,5.92,6.42,4.24,6.02,6.49,6.22,10.0,4.1
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.09,8.29,2.12,7.27,3.2,5.3,9.42,1.0,8.65,8.14,7.45,7.85,1.0,1.5,9.09,8.61,9.57,9.3,5.51,7.49,5.0,7.74,5.07,6.25,4.59,6.02,6.97,6.49,9.7,3.72
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.04,8.42,1.74,7.87,3.56,5.34,8.54,1.0,8.27,7.73,8.2,8.48,1.0,1.22,9.22,8.28,10.0,9.42,5.64,8.13,5.83,7.68,5.05,6.45,4.3,6.54,6.72,6.51,9.91,3.94
29-1211.00,Anesthesiologists,Healthcare Practitioners and Technical,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",7.25,8.21,1.69,7.59,3.45,4.91,8.64,1.0,8.7,8.23,8.0,7.92,1.26,1.0,8.52,8.33,10.0,8.91,5.71,7.8,5.49,7.88,5.34,6.56,4.54,6.57,6.45,6.04,9.88,3.8
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",6.7,9.82,1.29,6.42,2.95,5.22,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.42,1.21,1.34,1.06,1.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.06,9.98,1.84,6.31,3.05,5.7,1.42,1.31,1.0,1.0,1.32,1.03,1.02,1.17,1.0,1.0,1.0,1.0,1.04,1.0,1.0,1.0,1.0,1.0,1.25,1.04,1.0,1.0,1.28,1.19
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.09,10.0,1.67,6.3,3.66,5.74,1.21,1.0,1.32,1.0,1.5,1.35,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,1.34,1.13,1.0,1.25,1.43,1.0,1.0
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.57,9.57,1.95,6.7,3.1,6.21,1.0,1.0,1.0,1.01,1.0,1.46,1.0,1.0,1.0,1.0,1.21,1.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.45,1.44,1.0,1.0,1.24
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",6.72,10.0,1.66,7.16,3.16,6.03,1.45,1.0,1.23,1.0,1.46,1.0,1.0,1.04,1.07,1.3,1.0,1.0,1.24,1.0,1.28,1.48,1.0,1.46,1.0,1.17,1.0,1.0,1.07,1.0
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",6.81,9.7,1.33,6.62,3.64,5.82,1.4,1.0,1.4,1.36,1.0,1.0,1.0,1.22,1.06,1.0,1.33,1.01,1.43,1.0,1.0,1.0,1.14,1.0,1.0,1.17,1.3,1.12,1.0,1.34
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.15,9.45,1.49,6.97,3.49,5.64,1.05,1.04,1.16,1.16,1.0,1.1,1.0,1.0,1.14,1.0,1.36,1.3,1.0,1.3,1.0,1.0,1.0,1.22,1.0,1.0,1.0,1.0,1.0,1.42
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.36,9.79,1.41,6.88,2.86,5.45,1.35,1.0,1.0,1.24,1.0,1.0,1.49,1.23,1.32,1.04,1.0,1.43,1.49,1.0,1.0,1.0,1.0,1.0,1.0,1.03,1.0,1.24,1.19,1.0
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.45,9.51,1.38,7.01,2.87,5.28,1.0,1.0,1.0,1.28,1.0,1.33,1.0,1.19,1.0,1.49,1.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,1.18,1.01,1.35,1.0
29-1212.00,Cardiologists,Healthcare Practitioners and Technical,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",7.23,10.0,1.34,6.34,2.91,5.55,1.0,1.26,1.0,1.18,1.0,1.0,1.03,1.37,1.0,1.44,1.0,1.0,1.0,1.31,1.43,1.0,1.0,1.32,1.0,1.1,1.1,1.47,1.0,1.0
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",7.2,8.72,2.58,6.72,2.76,5.42,7.75,1.14,8.14,7.29,7.97,7.16,1.0,1.34,8.09,7.75,8.44,8.34,5.73,7.28,5.7,5.82,6.22,4.78,3.26,7.96,7.31,7.37,9.27,4.95
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.63,9.67,2.91,6.94,2.14,5.95,7.76,1.0,8.24,7.85,7.61,7.24,1.0,1.49,8.6,8.0,8.56,8.43,5.16,7.64,5.66,6.73,5.9,5.53,3.63,7.92,6.46,7.52,9.46,5.22
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",7.01,9.57,2.82,6.82,2.25,5.5,8.69,1.27,8.02,8.08,7.49,6.9,1.0,1.0,8.23,7.9,8.45,8.36,5.68,7.28,5.85,5.8,6.29,4.95,3.46,7.74,7.29,7.08,9.98,5.02
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.63,8.88,2.87,6.21,2.38,5.83,8.68,1.0,8.09,8.07,8.26,7.36,1.0,1.0,8.51,8.09,8.08,8.69,5.71,7.32,5.66,5.89,6.21,4.85,3.51,7.81,6.74,7.7,9.49,4.58
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.94,9.48,2.29,7.06,2.87,5.37,8.06,1.27,7.86,7.44,7.72,7.24,1.0,1.0,7.81,8.48,8.95,8.59,5.52,7.62,5.76,6.63,5.67,5.35,3.47,7.92,6.45,7.81,9.92,5.39
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.51,9.66,2.21,6.56,2.73,5.94,8.58,1.0,7.73,7.58,7.38,6.74,1.19,1.0,8.25,8.39,8.23,7.9,5.52,7.7,5.64,6.53,5.64,4.75,3.64,8.03,7.21,7.29,10.0,4.84
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.65,8.82,3.0,6.19,2.24,5.83,8.13,1.11,7.7,7.94,7.69,7.03,1.0,1.0,8.06,8.33,8.09,8.66,5.02,7.05,5.63,5.84,6.44,5.0,3.44,7.77,7.11,7.33,9.32,5.25
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",7.07,9.45,2.74,6.44,2.78,5.18,8.65,1.0,7.88,7.5,7.86,6.79,1.0,1.0,8.63,8.24,8.14,7.99,5.95,7.84,5.25,6.28,5.98,5.23,3.16,7.58,7.36,7.66,9.91,4.72
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.98,9.24,2.55,6.4,2.28,5.47,8.59,1.46,7.85,7.63,8.03,7.26,1.45,1.07,8.28,7.88,8.44,8.37,5.98,8.0,5.73,6.26,6.33,5.23,2.95,8.14,7.25,7.17,10.0,4.73
29-1213.00,Dermatologists,Healthcare Practitioners and Technical,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",6.71,9.47,2.62,6.68,2.07,5.47,8.36,1.49,7.72,8.22,8.15,7.05,1.0,1.38,8.71,8.0,8.24,8.68,5.84,7.4,5.04,5.76,6.04,5.68,3.3,7.57,6.48,7.27,9.61,5.52
